Origen,ID,URL,Producto,Precio,Categoria,Ranting,Vendidos,EnvíoGratis,HoraEjecución
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/587392/lijadora-roto-orbital-5-12v-gex-12v-125-sb-sc/587392/,"Lijadora Roto Orbital 5"" 12V Gex 12V-125 Sb/Sc",453.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/598655/lijadora-orbital-aleatoria-con-cable-de-1270-cm/598655/,Lijadora Orbital Aleatoria con Cable de 12.70 cm,1.369.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/589513/disco-de-lijado-con-velcro-de-1270-cm-grano-80/589513/,Disco de Lijado con Velcro de 12.70 cm Grano 80,209.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/573907/caja-de-discos-velcro-x-25-unds-kss-eco-ac-125-5l-a-800/573907/,Caja De Discos Velcro X 25 Unds Kss Eco Ac 125 5L A 800,51.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/556097/lija-de-banda-para-madera-discover-grano-40-4-x-22/556097/,"Lija De Banda Para Madera Discover Grano 40 4 X 22""",11.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/556080/lija-de-banda-discover-rollo-de-50-metros-60-4/556080/,"Lija De Banda Discover Rollo De 50 Metros 60 4""",249.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/591306/disco-de-lana-de-cordero-de-2540-cm-atado/591306/,Disco de Lana de Cordero de 25.40 cm Atado,199.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/590208/disco-de-lijado-con-velcro-de-1270-cm-grano-180/590208/,Disco de Lijado con Velcro de 12.70 cm Grano 180,209.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/589999/tabla-madera-lijada-de-254-x-1524-cm-x-121-m-pino/589999/,Tabla Madera Lijada de 2.54 X 15.24 cm X 1.21 M Pino,269.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/591750/lija-de-banda-de-762-x-4572-cm-grano-80/591750/,Lija de Banda de 7.62 X 45.72 cm Grano 80,219.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/573908/caja-de-discos-velcro-x-25-unds-kss-eco-ac-150-5l-a-120/573908/,Caja De Discos Velcro X 25 Unds Kss Eco Ac 150 5L A 120,57.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/566629/lijadora-rotorbital-20v-5pulg-1bateria-2ah-stanley/566629/,Lijadora Rotorbital 20V 5Pulg 1Batería 2Ah Stanley,744.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/591817/papel-de-lija-de-1270-cm-8-orificios-grano-150-paquete-de-25/591817/,Papel de Lija de 12.70 cm 8 Orificios Grano 150 Paquete de 25,229.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/589901/disco-de-lijado-con-velcro-de-1270-cm-grano-100/589901/,Disco de Lijado con Velcro de 12.70 cm Grano 100,209.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/556088/lija-disco-adhesivo-con-velcro-discover-grano-60-5-pulgadas/556088/,Lija Disco Adhesivo Con Velcro Discover Grano 60 5 Pulgadas,8.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/589901/disco-de-lijado-con-velcro-de-1270-cm-grano-100/589901/,Disco de Lijado con Velcro de 12.70 cm Grano 100,209.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/589667/lija-de-banda-de-762-x-4572-cm-grano-120/589667/,Lija de Banda de 7.62 X 45.72 cm Grano 120,219.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/591817/papel-de-lija-de-1270-cm-8-orificios-grano-150-paquete-de-25/591817/,Papel de Lija de 12.70 cm 8 Orificios Grano 150 Paquete de 25,229.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/598776/lijadora-orbital-aleatoria-de-1270-x-023-cm/598776/,Lijadora Orbital Aleatoria de 12.70 X 0.23 cm,1.339.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/591306/disco-de-lana-de-cordero-de-2540-cm-atado/591306/,Disco de Lana de Cordero de 25.40 cm Atado,199.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/567578/cabezal-giratoria-para-lijadora-con-palo/567578/,Cabezal Giratoria para Lijadora Con Palo,289.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/556099/lija-disco-adhesivo-discover-grano-80-5-pulgadas/556099/,Lija Disco Adhesivo Discover Grano 80 5 Pulgadas,16.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/556087/lija-de-banda-discover-rollo-de-50-metros-80-12/556087/,"Lija De Banda Discover Rollo De 50 Metros 80 12""",699.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/556079/lija-disco-adhesivo-con-velcro-discover-grano-150-5-pulgadas/556079/,Lija Disco Adhesivo Con Velcro Discover Grano 150 5 Pulgadas,8.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/565417/lijadora-orbital-1-3-150w-120v-60hz/565417/,Lijadora Orbital 1/3 150w 120v/60hz,499.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/591039/disco-para-taladro-removedor-de-pintura-oxido-paquete-de-2/591039/,Disco para Taladro Removedor de Pintura Óxido Paquete de 2,209.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/589999/tabla-madera-lijada-de-254-x-1524-cm-x-121-m-pino/589999/,Tabla Madera Lijada de 2.54 X 15.24 cm X 1.21 M Pino,269.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/590208/disco-de-lijado-con-velcro-de-1270-cm-grano-180/590208/,Disco de Lijado con Velcro de 12.70 cm Grano 180,209.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/591750/lija-de-banda-de-762-x-4572-cm-grano-80/591750/,Lija de Banda de 7.62 X 45.72 cm Grano 80,219.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/573938/caja-de-discos-velcro-x-25-unds-kss-eco-ac-125-5l-a-180/573938/,Caja De Discos Velcro X 25 Unds Kss Eco Ac 125 5L A 180,51.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/589786/lija-de-banda-de-1016-x-6096-cm-grano-50/589786/,Lija de Banda de 10.16 X 60.96 cm Grano 50,209.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/590200/lija-de-banda-de-1016-x-6096-cm-grano-36/590200/,Lija de Banda de 10.16 X 60.96 cm Grano 36,209.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/573011/lijadora-orbital-de-200-w-hoja-1-4-y-velocidad-15600-opm/573011/,Lijadora Orbital De 200 W Hoja 1/4 Y Velocidad 15.600 Opm,174.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/347151/lijadora-roto-orbital-6-pulgadas-ms-430-n-6/347151/,Lijadora Roto Orbital 6 Pulgadas MS-430 N-6,2.100.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/598030/lijadora-roto-orbital-300w-0-12000-opm/598030/,Lijadora Roto Orbital 300W 0-12000 OPM,199.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/572110/lijadora-de-palma-1-4-hoja-260w-110v-60hz/572110/,Lijadora De Palma 1/4 Hoja 260W 110V 60Hz,332.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/589952/placa-de-lijado-de-carburo-cal-60-de-889-cm/589952/,Placa de Lijado de Carburo Cal 60 de 8.89 cm,259.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/573908/caja-de-discos-velcro-x-25-unds-kss-eco-ac-150-5l-a-120/573908/,Caja De Discos Velcro X 25 Unds Kss Eco Ac 150 5L A 120,57.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/566629/lijadora-rotorbital-20v-5pulg-1bateria-2ah-stanley/566629/,Lijadora Rotorbital 20V 5Pulg 1Batería 2Ah Stanley,744.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/556075/lija-de-banda-para-madera-discover-grano-100-3-x-21/556075/,"Lija De Banda Para Madera Discover Grano 100 3 X 21""",11.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/420687/lijadora-para-detalles-compacta/420687/,Lijadora para Detalles Compacta,349.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/573906/caja-de-discos-velcro-x-25-unds-kss-eco-ac-150-5l-a-600/573906/,Caja De Discos Velcro X 25 Unds Kss Eco Ac 150 5L A 600,57.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/590056/disco-de-lijado-con-velcro-de-1270-cm-grano-150/590056/,Disco de Lijado con Velcro de 12.70 cm Grano 150,209.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/556077/lija-disco-adhesivo-con-velcro-discover-grano-120-5-pulgadas/556077/,Lija Disco Adhesivo Con Velcro Discover Grano 120 5 Pulgadas,8.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/556099/lija-disco-adhesivo-discover-grano-80-5-pulgadas/556099/,Lija Disco Adhesivo Discover Grano 80 5 Pulgadas,16.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/590200/lija-de-banda-de-1016-x-6096-cm-grano-36/590200/,Lija de Banda de 10.16 X 60.96 cm Grano 36,209.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/556076/lija-disco-adhesivo-con-velcro-discover-grano-100-5-pulgadas/556076/,Lija Disco Adhesivo Con Velcro Discover Grano 100 5 Pulgadas,8.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/347150/lijadora-roto-orbital-6-pulgadas-succion-ms-430g6/347150/,Lijadora Roto Orbital 6 Pulgadas Succión MS-430G6,2.452.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/888361/lijadora-orbital-aleatoria-de-1270-cm/888361/,Lijadora Orbital Aleatoria de 12.70 cm,249.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/347146/lijadora-tipo-pistola-3-pulgadas-ms-4125b/347146/,Lijadora Tipo Pistola 3 Pulgadas MS-4125B,1.101.900,,,,,14/01/2023 23:16:53
HomeCenter,,https://www.homecenter.com.co/homecenter-co/product/347037/lijadora-palma-orbital-250w-lo613/347037/,Lijadora Palma Orbital 250W LO613,169.900,,,,,14/01/2023 23:16:53
Mercado Libre,,https://www.mercadolibre.com.co/lijadora-de-banda-de-disco-y-de-banco-truper-pul-4x6t-negra-y-naranja-60hz-375w-120v/p/MCO18629056?pdp_filters=category:MCO167794#searchVariation=MCO18629056&position=1&search_layout=stack&type=product&tracking_id=076fc538-7d8e-439b-b7fb-b72b55b7c504,"Lijadora   de banda, de disco y de banco Truper PUL-4X6T  negra y naranja 60Hz 375W 120V",639.900,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",4.8,100.0,True,14/01/2023 23:16:53
Mercado Libre,,https://www.mercadolibre.com.co/lijadora-profesional-orbital-truper-lior-14a2-naranja-60hz-200w-120v/p/MCO15315589?pdp_filters=category:MCO167794#searchVariation=MCO15315589&position=2&search_layout=stack&type=product&tracking_id=076fc538-7d8e-439b-b7fb-b72b55b7c504,Lijadora  profesional  orbital Truper LIOR-1/4A2  naranja 60Hz 200W 120V,143.200,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",,100.0,True,14/01/2023 23:16:53
Mercado Libre,,https://www.mercadolibre.com.co/lijadora-profesional-roto-orbital-stanley-ss30-con-sistema-velcro-amarilla-60hz-300w-120v/p/MCO15276908?pdp_filters=category:MCO167794#searchVariation=MCO15276908&position=3&search_layout=stack&type=product&tracking_id=076fc538-7d8e-439b-b7fb-b72b55b7c504,Lijadora  profesional  roto orbital Stanley SS30 con sistema velcro  amarilla 60Hz 300W 120V,271.000,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",4.7,100.0,True,14/01/2023 23:16:53
Mercado Libre,,https://www.mercadolibre.com.co/lijadora-orbital-stanley-ss24-amarilla-60hz-240w-120v/p/MCO16132385?pdp_filters=category:MCO167794#searchVariation=MCO16132385&position=4&search_layout=stack&type=product&tracking_id=076fc538-7d8e-439b-b7fb-b72b55b7c504,Lijadora   orbital Stanley SS24  amarilla 60Hz 240W 120V,218.500,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",,100.0,True,14/01/2023 23:16:53
Mercado Libre,,https://www.mercadolibre.com.co/lijadora-roto-orbital-makita-bo5030-con-sistema-velcro-azul-300w-110v/p/MCO15313039?pdp_filters=category:MCO167794#searchVariation=MCO15313039&position=5&search_layout=stack&type=product&tracking_id=076fc538-7d8e-439b-b7fb-b72b55b7c504,Lijadora   roto orbital Makita BO5030 con sistema velcro  azul 300W 110V,399.900,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",,5.0,True,14/01/2023 23:16:53
Mercado Libre,,https://www.mercadolibre.com.co/lijadora-profesional-orbital-elite-ps250-azul-60hz-250w-110v/p/MCO18927341?pdp_filters=category:MCO167794#searchVariation=MCO18927341&position=6&search_layout=stack&type=product&tracking_id=076fc538-7d8e-439b-b7fb-b72b55b7c504,Lijadora  profesional  orbital Elite PS250  azul 60Hz 250W 110V,197.900,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",,100.0,True,14/01/2023 23:16:53
Mercado Libre,,https://www.mercadolibre.com.co/lijadora-roto-orbital-dewalt-dwe6421-amarilla-50hz60hz-280w-120v/p/MCO15301771?pdp_filters=category:MCO167794#searchVariation=MCO15301771&position=7&search_layout=stack&type=product&tracking_id=076fc538-7d8e-439b-b7fb-b72b55b7c504,Lijadora   roto orbital DeWalt DWE6421  amarilla 50Hz/60Hz 280W 120V,489.900,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",,50.0,True,14/01/2023 23:16:53
Mercado Libre,,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=3tEzUhGxVIchm9skGjyR6GP0i5albae%2B3hn63mJ5RABGRHYc71HOdDetOpM3iAa90Xpqam9NnW7erwfTGhUZ0mSQEW62dRmqagN3q1kt5GGSsMKkh02qSpuP2kD%2Bq3XBqpcrEW1UNP5SDN4XVjvRXaOqpu2%2BwBzQZhFoer94FO3XKU5sZ4Q6Xthp7mMZFePAXbAYdXX8l5YxO0fXY5i58kL76mWN4ucgU4vM4NLQm5iooqUUgpgr9v5HYebw7FAWM4IcM64ce1IWu%2BZ7iTDPaugMB3hxYp%2BniFLQzRocD%2FZX6bNumZsg5bsWjWnGrfJ4v%2FmMS7IrgrEqf41Yt4waB2iDOahvjRkEpCvam0S4yxVNHayIClXON1UcXB47RyzulS%2BMLeAkmRiE%2By0uPj3WYRlXSADgnvDxazFkSvO09dukGGzjIEqeTHaUGP9iZEgLgDyRtBfBIY6IQgr02e15giLYEnB8WuAnJRthOWDWxKaWZQIPo9MIBJgJ5oSmFP0tu5DhRWzr%2B3z7XbQzdUrdmIInnsdPMJWCqgIFGodGdpJG7DdablOKZmI%2Fiz3T9KMs%2BmbP8BhEeouaVmpvvetOgAHYHhpDHry3mmGNIYD42%2FtdWN15VbWx6Zio2FrEwloHBwq4DsSEYrAPex4PS6ssTnp59uhWUnCZ&rb=x,Lijadora Orbital Black & Decker Bs200-b3,134.900,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",4.9,500.0,True,14/01/2023 23:16:53
Mercado Libre,,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=a3lN9ykXLQxjFNu7E%2BzcllAVRH02%2By60gqKIj0ydLa%2Ba8vH%2Bo%2BWXRwewn7XlZb9xqQ9TWZ0mRSyhBG3IiSoQfjhmckGtO0rkhhs4us7O4fCO2V7L559dnJF1fPVC4K44rNQBrZdLj2goC4bdQObSmg5c5bbcrhhOY8BB0E1sYxOuz%2FLN88gGgv7ykYY8N9v1zNk%2FX1fXoJlp31PTU2Ipc1TN5VLkhlxlSMV6Xq%2BOWdPbdk3GuVvaxBgCF1gA%2F3k%2FD%2F6h6tHa%2BR5wJWbAFT4uWrWITC0IS%2FrtWVOEUtCJK7yi5ZvZMYsIUbLQyHhxWKGOTBDDd05D7w1uuGQFZuBeK27z6QEMazv21fC8Adc%2BlDXjBzyhB4TddDDmJEgQyzWOvrHvVLiLvZzBMrAk7HJpcq%2BAa5LVZUv09WTPJc2v0miw%2BeBr1cv7YzCmB5Ub3%2Bbqa%2BhutCT5yE7%2BAnOLTU57i17ZDcFNbRdXPw%2Ff6UO3gOjBTsAp%2BL9ctPFcKeQ84QcO1nHuXWHt%2FWCq2N0Xig0flsYRYk77kqrWInvPatWZ6xCno23tUrn6aDKfayET96ukzd2LbQZrpLLUZ3BQey826oLl1cxAJgW3%2F4%2F9UT6y9gBilzN8q6G4E3hvXlQ7fJq2uLiZSX6no8br2ptBeg%3D%3D&rb=x,Lijadora Orbital De Madera,170.000,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",,25.0,True,14/01/2023 23:16:53
Mercado Libre,,https://www.mercadolibre.com.co/lijadora-orbital-skil-7232-con-sistema-velcro-negra-50hz60hz-200w-127v/p/MCO15286799?pdp_filters=category:MCO167794#searchVariation=MCO15286799&position=10&search_layout=stack&type=product&tracking_id=076fc538-7d8e-439b-b7fb-b72b55b7c504,Lijadora   orbital Skil 7232 con sistema velcro  negra 50Hz/60Hz 200W 127V,184.200,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",,100.0,True,14/01/2023 23:16:53
Mercado Libre,,https://www.mercadolibre.com.co/lijadora-profesional-orbital-elite-ps300-60hz-300w-110v/p/MCO18936555?pdp_filters=category:MCO167794#searchVariation=MCO18936555&position=11&search_layout=stack&type=product&tracking_id=076fc538-7d8e-439b-b7fb-b72b55b7c504,Lijadora  profesional  orbital Elite PS300  60Hz 300W 110V,199.900,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",,25.0,True,14/01/2023 23:16:53
Mercado Libre,,https://articulo.mercadolibre.com.co/MCO-619828636-lijadora-neumatica-neumatica-6-pulgadas-10000-rpm-dual-_JM#position=23&search_layout=stack&type=item&tracking_id=076fc538-7d8e-439b-b7fb-b72b55b7c504,Lijadora Neumática Neumática 6 Pulgadas 10000 Rpm Dual,219.204,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",,1.0,True,14/01/2023 23:16:53
Mercado Libre,,https://www.mercadolibre.com.co/lijadora-profesional-orbital-bosch-professional-gss-140-azul-220w-127v/p/MCO15279366?pdp_filters=category:MCO167794#searchVariation=MCO15279366&position=12&search_layout=stack&type=product&tracking_id=076fc538-7d8e-439b-b7fb-b72b55b7c504,Lijadora  profesional  orbital Bosch Professional GSS 140  azul 220W 127V,274.410,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",,5.0,True,14/01/2023 23:16:53
Mercado Libre,,https://www.mercadolibre.com.co/lijadora-roto-orbital-blackdecker-bdero100-naranja-180w-220v/p/MCO15288453?pdp_filters=category:MCO167794#searchVariation=MCO15288453&position=13&search_layout=stack&type=product&tracking_id=076fc538-7d8e-439b-b7fb-b72b55b7c504,Lijadora   roto orbital Black+Decker BDERO100  naranja 180W 220V,210.000,"Herramientas > Herramientas Eléctricas > Lijado, Desbaste y Pulido > Lijadoras",4.8,25.0,True,14/01/2023 23:16:53
AliExpress,1005005135877360,https://es.aliexpress.com/item/1005005135877360.html,"Lijadora eléctrica Orbital aleatoria, herramientas de lijado de velocidad Variable con caja de polvo + 20 piezas, 2023, 12000 r/min, 240W, 125mm",59950.62,,,3.0,True,14/01/2023 23:16:53
AliExpress,1005005133688472,https://es.aliexpress.com/item/1005005133688472.html,"LIJADORA Orbital neumática de pulgadas, amoladora de aire, pulidora/rectificadora excéntrica al vacío, herramientas neumáticas para encerado de automóviles Mil, novedad de 2023",193395.64,,,,False,14/01/2023 23:16:53
AliExpress,1005005134353722,https://es.aliexpress.com/item/1005005134353722.html,"LIJADORA Orbital neumática de pulgadas, amoladora de aire, pulidora/rectificadora excéntrica al vacío, herramientas neumáticas para encerado de automóviles Mil, novedad de 2023",193395.64,,,,False,14/01/2023 23:16:53
AliExpress,1005005134617273,https://es.aliexpress.com/item/1005005134617273.html,"LIJADORA Orbital neumática de pulgadas, amoladora de aire, pulidora/rectificadora excéntrica al vacío, herramientas neumáticas para encerado de automóviles Mil, novedad de 2023",193395.64,,,,False,14/01/2023 23:16:53
AliExpress,32853132805,https://es.aliexpress.com/item/32853132805.html,"FivePears-lijadora neumática Orbital, amoladora de aire, 125mm/150mm, pulido excéntrico al vacío/herramientas neumáticas",264820.38,,4.8,802.0,True,14/01/2023 23:16:53
AliExpress,1005003217998748,https://es.aliexpress.com/item/1005003217998748.html,"HYVST-LIJADORA Orbital aleatoria multifunción sin escobillas, velocidad Variable, con cable para FinishingCorners lijadoras orbitales, coche, madera, 350W",814146.39,,4.9,168.0,False,14/01/2023 23:16:53
AliExpress,1005004296565077,https://es.aliexpress.com/item/1005004296565077.html,"Máquina pulidora de belleza para coche, lijadora neumática, pulidora para reparación de suelos",268830.95,,5.0,22.0,True,14/01/2023 23:16:53
AliExpress,1005005120508701,https://es.aliexpress.com/item/1005005120508701.html,"LIJADORA Orbital neumática de pulgadas, amoladora de aire, pulidora excéntrica al vacío/rectificadora, herramientas neumáticas para Molino de encerado de coche",246109.47,,,,False,14/01/2023 23:16:53
AliExpress,1005003994256463,https://es.aliexpress.com/item/1005003994256463.html,"Mini lijadora de 110V-220V, 18W, modelo de máquina de lijado tipo pluma, pulidora para moldes de modelo DIY, herramienta de molienda eléctrica Groove",112363.68,,5.0,148.0,False,14/01/2023 23:16:53
AliExpress,32973184325,https://es.aliexpress.com/item/32973184325.html,"PROSTORMER-Lijadora orbital aleatoria de 300W, sistema fuerte de recolección de polvo con 7 velocidades variables, 21 hojas de lija, orbital, 13000RPM",301310.7,,4.9,199.0,False,14/01/2023 23:16:53
